,Name,Org,Sentence
4322,Oprah Winfrey's,"['New York Times', 'Flatiron']","['That same prayer is one of the reasons Keys said she was moved to write ""More Myself: A Journey,"" a New York Times bestseller and the first book on Oprah Winfrey\'s new imprint on Flatiron books.']"
4324,George W. Bush's,"['The George Washington University Hospital', 'the White House']","['""Very little of what the President said as it pertains to disinfection or phototherapy makes any sense,"" said Dr. Jonathan Reiner, a cardiologist at The George Washington University Hospital who advised the White House during President George W. Bush\'s tenure.']"
4326,Girl Scout,['a Girl Scout'],"['“I love being a Girl Scout because I help the world become a better place,” Wren Morgan, Girl Scout of Troop 744, said.']"
4328,Vera,['COVID-19'],"['She kept her mind focused on her goal of eventually getting back to her regular room, which Bob said also helped Vera get through her fight against COVID-19.']"
4331,Tracey Pakosta,['NBC Entertainment'],"['""In such uncertain times, we can\'t think of anyone better than Leslie Knope to unite our country with her unbridled enthusiasm and compassion,"" said Lisa Katz and Tracey Pakosta, co-presidents of scripted programming at NBC Entertainment, in a statement.']"
4336,Young,['Niners'],"['Robins said that wager would yield a whopping $175,000 payout if the Niners wind up with Young.']"
4339,Bob Kadlec,['Health and Human Services'],"['Eshoo said she also wants to call Health and Human Services Secretary Alex Azar and Bob Kadlec, the assistant secretary for preparedness and response, to testify before her panel.']"
4341,Raslan,['CNN'],"['""What happened today is like a dream,"" Amer Matar, a 33-year-old Syrian who said he was tortured by Raslan, told CNN.']"
4343,Raslan,"['the European Center for Constitutional and Human Rights', 'ECCHR']","['""The systematic investigation of the Assad government\'s crimes -- particularly systematic and widespread torture -- is a start,"" said the European Center for Constitutional and Human Rights (ECCHR), which represents 17 plaintiffs at Raslan\'s trial.']"
4345,Bright,['Health and Human Services'],['A spokesperson for the office of the inspector general at Health and Human Services confirmed the department had received the letter from Pallone but said they would not comment on Bright.']
4347,Dean,"['Vanderbilt University Medical Center', 'the Vanderbilt University School of Medicine']","['“The plan relies on key metrics to drive decisions to move between phases rather than a prescribed timeline, and also provides appropriate milestones as checks and balances for supporting public safety while advancing economic activity,” Jeff Balser, who is the President and CEO of Vanderbilt University Medical Center and Dean of the Vanderbilt University School of Medicine, said in a statement on Thursday.']"
4349,Bright,"['BARDA', 'the National Institutes of Health']","[""Two officials said Bright's superiors ultimately decided that his management style was hampering BARDA's effectiveness as a key office in the response to the coronavirus and decided to dismiss him from his post, shifting him to a different position at the National Institutes of Health -- a position Bright has not accepted as he fights for his old job.""]"
4351,Bright,"['BARDA', 'CNN', 'BARDA', 'Covid-19']","['But in a Tuesday evening email to BARDA staff obtained by CNN, Kadlec sought to paper over any discord, framing Bright\'s departure as a ""new professional challenge,"" congratulating him on his leadership at BARDA and saying he would be ""instrumental in the effort to accelerate the development of Covid-19 diagnostics"" in his new role.']"
4354,Kadlec,['Washington Post'],"['""If you haven\'t seen and I included below an editorial in today\'s Washington Post written by Senators Alexander and Blunt,"" Kadlec said, referring to an editorial by the senators proposing a ""Shark Tank"" effort to increase coronavirus testing.']"
4356,Jon Weinstein,"['Related Companies', 'Ross']","['""Stephen Ross never discussed gyms, exercise clubs or anything like that with the President and any implication otherwise is factually incorrect garbage,"" said Jon Weinstein of Related Companies, the real estate firm founded and partially owned by Ross.']"
4364,Rudy Gobert,"['NBA', 'Utah Jazz']","['Most of us remember that day -- it was the day President Trump announced the travel restrictions from Europe, the day Tom Hanks and Rita Wilson said they tested positive for Covid-19... And the day the NBA suspended the rest of the season after Rudy Gobert, the Utah Jazz center, had tested positive for the virus.']"
4366,Trump,['Trump'],"['But Parscale says a long-term goal is for the app to be a new platform for direct Trump contact with supporters, especially if ""social media giants or carriers decide to play a game with President Trump"" and block his communications.']"
4372,Danny Meyer,['Shake Shack'],"['Shake Shack CEO Randy Garutti and chairman Danny Meyer revealed their decision to give back the funding in an open letter Monday, saying that the NYSE-listed company no longer needs the money because they are ""fortunate to now have access to capital that others do not.""']"
4374,Szafnauer,"[""CNN Sport's"", 'the Red Bull Ring']","[""Speaking to CNN Sport's Amanda Davies, Szafnauer said the Red Bull Ring, Austria's Formula One circuit, could host the first race of the season as Austria is one of the many European countries which has begun easing restrictions on daily life.""]"
4376,Benjamin,"[""the White House's""]","['And you have to be able to be amongst the living to be able to recover,"" Lance Bottoms said\n\n""When you should go back to business is when you have some true indicators over two weeks that show a deceleration of the pandemic,"" Benjamin said, referring to one of the White House\'s criteria for reopening state economies.']"
4379,Giuliani,"['the White House', 'Office of Public Liaison']","['Andrew is an official in the White House Office of Public Liaison, and Worthington says he worked with Giuliani to try to allow large, multi-location health clubs to qualify for a similar exception afforded to chain restaurants in the recently passed small-business payer protection loan program.']"
4381,McCarthy,"['House', 'House']","['House Speaker Nancy Pelosi said on a call with Democrats on Wednesday that after speaking with McCarthy they are tasking a bipartisan group of House lawmakers to review remote voting, a Democratic leadership aide said.']"
4384,David Axelrod,['CNN'],"['""This is a terrible decision that does not speak well of the governor or of his concern for human life,"" Abrams said of Kemp\'s Monday order when speaking to CNN\'s David Axelrod on an episode of his podcast ""The Axe Files"" released Thursday.']"
4386,Zysman,"['the US Army', 'Air Force']","['Kahn was a sergeant in the US Army Air Force during WWII, Zysman said, and acted as an engineer and co-pilot, keeping war planes fueled.']"
4388,Marie Antoinette,['Senate'],"['""To say that it is \'free money\' to provide funds for cops, firefighters and healthcare workers makes McConnell the Marie Antoinette of the Senate,"" King wrote.']"
4392,Nancy Pelosi,['House'],"['Trump also continued to embellish about House Speaker Nancy Pelosi\'s February 24 visit to San Francisco\'s Chinatown, inaccurately saying that she had held a Chinatown ""rally.""']"
4396,Hewitt,"['Covid-19', 'the Democratic-led House']","[""McConnell agreed with Hewitt's concerns that Covid-19 related lawsuits could be a boon for trial lawyers but said he didn't think a law to direct those suits to federal courts instead of state courts could pass the Democratic-led House.""]"
4398,Pelosi,"['Administration', 'the Cares Congressional Oversight Commission']","['""As a distinguished administrator who has spent many years in public service, Congresswoman Shalala has the Speaker\'s complete confidence as she works to hold the Administration accountable to the taxpayer through the Cares Congressional Oversight Commission,"" Pelosi said in the statement.']"
4401,Trump,['Americans for Prosperity'],"['Mark Holden, a criminal justice reform advocate with Americans for Prosperity, said he hoped the Trump administration would remedy the issue, calling it ""inconsistent"" with Trump\'s record so far on criminal justice reform.']"
4404,Christiane Amanpour,"['White House', 'CNN']","['We\'ve got a great candidate, Joe Biden, to do that,"" Inslee, a Democrat who dropped his own White House bid last year, said in an interview with CNN\'s Christiane Amanpour after he had made his endorsement in an earlier statement.']"
4406,Anthony Scarpelli,"['FBI', ""the US Attorney's Office""]","[""In recent weeks Durham has added to his team of investigators who operate in Connecticut and Washington, DC, including FBI agents and the chief of the violent crimes and narcotics section in the US Attorney's Office in Washington, Anthony Scarpelli, people familiar with the probe said.""]"
4411,Ives,['Rhino Conservation Botswana'],"['Map Ives, director of Rhino Conservation Botswana disputes the claim that anti-poaching efforts have stopped; in fact, Ives says his organization has actually increased their aerial presence considerably.']"
4413,Fauci,['the National Institute of Allergy and Infectious Diseases'],"[""Afterward, Trump shrugged off the episode, saying he wasn't signaling any frustration with Fauci, who has led the National Institute of Allergy and Infectious Diseases since 1984.""]"
4415,Steve Guest,"['the Republican National, Committee']","['""This is the judgment of Gretchen Whitmer,"" said Steve Guest, the director of rapid response at the Republican National, Committee.']"
4419,Kevin McCarthy,"['House', 'House']","[""States shouldn't reopen before May 4, and most should wait several weeks, coronavirus model shows Pelosi said on the call that after speaking with House Minority Leader Kevin McCarthy they are tasking a bipartisan group of House lawmakers to review remote voting, a Democratic leadership aide said.""]"
4422,Willems Van Dijk,"['Department of Health Services', 'Talking Points Memo']","['Wisconsin Department of Health Services Deputy Secretary Julie Willems Van Dijk said that the 19 people received positive test results after April 9, which was first reported Tuesday by Talking Points Memo\n\nHowever, Willems Van Dijk said that several of those people ""reported other possible exposures as well.""']"
4425,Bedingfield,['Axios'],"['It was first reported by Axios\n\n""The bottom line: if Donald Trump had listened to Joe Biden, fewer Americans would be dying, losing loved ones, losing their jobs, or losing their retirement savings,"" Bedingfield\'s memo says.']"
4427,Mohamed,['Amazon'],"['""It seems like what they\'re trying to say is if this warehouse is dangerous, it\'s dangerous because of the workers -- not because we have hundreds of workers coming in, touching surfaces or because we are bringing on hundreds of new hires and continuing to ship non-essential stuff,"" said William Stolz, an Amazon associate at the facility and friend of Mohamed\'s.']"
4429,Keisha Lance Bottoms,['CNN'],"['Atlanta is exploring whether the city has legal grounds for putting different orders in place than what Kemp has announced, Mayor Keisha Lance Bottoms told CNN on Tuesday\n\n""I have searched my head and my heart on this, and I am at a loss as to what the governor is basing this decision on,"" she said.']"
4431,Christina Macfarlane,['CNN'],"['""If you took the French Open, let\'s say things in Europe have improved, but there are certain countries that might still have issues,"" Murray told CNN\'s Christina Macfarlane.']"
4433,Macarthur,['Field Museum'],"['""Bats are small, nocturnal and use high-frequency sound and smell to identify their species to other bats,"" said Bruce Patterson, lead study author and Macarthur curator of mammals at Chicago\'s Field Museum, in an email.']"
4436,Wina,['Brave Africa'],"['""She successfully made it home on the last flight out of the country,"" says Colorado-based Kelly Vo, who along with her husband, Patrick Vo, co-own Brave Africa with Wina.']"
4440,Obama,['CNN'],"['As Lisa Monaco, a former homeland security adviser to the Obama administration, said on CNN Tuesday:\n\n""The disease is here.']"
4442,Redfield,"['the American Medical Association', 'The Washington Post']","[""Patrice Harris, the president of the American Medical Association, said she was worried about a possible second wave of infections in the fall on the lines of Redfield's warning to The Washington Post.""]"
4446,Trump,"[""the American Civil Liberties Union's"", 'Equality Division']","['Andrea Flores, deputy policy director of the American Civil Liberties Union\'s Equality Division, slammed the anticipated order in a statement, saying, ""Unfortunately, President Trump seems more interested in fanning anti-immigrant flames than in saving lives.']"
4450,Donald Trump,"['the Coronavirus Task Force', 'Mobile County Health Department']","['Kay Ivey said Tuesday sh…\n\n                            \n\n                        \n                    \n\n                    \n\n                    \n                \n\n            \n\n            \n        \n                \n                        \n\n                    \n\n                \n                \n\n                \n            \n            \n            \n                \n            \n            \n        \n                 \n                \n                    \n                        \n                                \n                    \n            \n\n                \n\n                    \n\n                    \n                        \n                        \n                            \n                                Florida Governor DeSantis Presser for April 21st \n\n                            \n\n                        \n                    \n\n                    \n\n                    \n                \n\n            \n\n            \n        \n                \n                        \n\n                    \n\n                \n                \n\n                \n            \n            \n            \n                \n            \n            \n        \n                 \n                \n                    \n                        \n                                \n                    \n            \n\n                \n\n                    \n\n                    \n                        \n                        \n                            \n                                President Trump and members of the Coronavirus Task Force hold a press briefing for April 21st \n\n                            \n\n                        \n                    \n\n                    \n\n                    \n                \n\n            \n\n            \n        \n                \n                        \n\n                    \n\n                \n                \n\n                \n            \n            \n            \n                \n            \n            \n        \n                 \n                \n                    \n                        \n                                \n                    \n            \n\n                \n\n                    \n\n                    \n                        \n                        \n                            \n                                Mobile Mayor Stimpson COVID-19 Update for April 21st \n\n                            \n\n                        \n                    \n\n                    \n\n                    \n                \n\n            \n\n            \n        \n                \n                        \n\n                    \n\n                \n                \n\n                \n            \n            \n            \n                \n                    \n                \n            \n            \n        \n                 \n                \n                    \n                        \n                                \n                    \n            \n\n                \n\n                    \n\n                    \n                        \n                        \n                            \n                                Mobile County Health Department COVID-19 update for April 21st \n\n                            \n\n                        \n                    \n\n                    \n\n                    \n                \n\n            \n\n            \n        \n                \n                        \n\n                    \n\n                \n                \n\n                \n            \n            \n            \n                \n            \n            \n        \n                 \n                \n                    \n                        \n                                \n                    \n            \n\n                \n\n                    \n\n                    \n                        \n                        \n                            \n                                Cases of the novel coronavirus in the United States have surpassed 800,000 with more than 43…\n\n                            \n\n                        \n                    \n\n                    \n\n                    \n                \n\n            \n\n            \n        \n                \n                        \n\n                    \n\n                \n                \n\n                \n            \n            \n            \n                \n            \n            \n        \n                 \n                \n                    \n                        \n                                \n                    \n            \n\n                \n\n                    \n\n                    \n                        \n                        \n                            \n                                HOUSTON (AP) — Secrecy surrounding executions could hinder efforts by a group of medical pro…\n\n                            \n\n                        \n                    \n\n                    \n\n                    \n                \n\n            \n\n            \n        \n                \n                        \n\n                    \n\n                \n                \n\n                \n            \n            \n            \n                \n            \n            \n        \n                 \n                \n                    \n                        \n                                \n                    \n            \n\n                \n\n                    \n\n                    \n                        \n                        \n                            \n                                President Donald Trump wants to prevent the looming\xa0wave of bankruptcies\xa0and mass layoffs in…\n\n                            \n\n                        \n                    \n\n                    \n\n                    \n                \n\n            \n\n            \n        \n                \n                        \n\n                    \n\n                \n                \n\n                \n            \n            \n            \n                \n                    \n                \n            \n            \n        \n        \n        \n        \n        \n\n        \n\n\n            \n        \n            \n                Success!']"
4452,Spell,['CNN'],"[""When CNN's Victor Blackwell asked Spell why he was asking vulnerable people to hand over their $1,200 stimulus checks, the pastor said it was because some evangelists and missionaries don't receive stimulus money.""]"
4454,Newsom,"['CDC', 'NIH']","['Mason, who was involved in the planning in the Bay area, said Newsom ""listened to what the CDC and the NIH were saying...']"
4456,Bill Magavern,['the Coalition for Clean Air'],"['Instead, the Trump administration has weakened clean air standards and ignored scientific evidence for stronger particulate matter safeguards,"" said Bill Magavern, policy director for the Coalition for Clean Air.']"
4458,Biden,"[""Emily's List""]","['Christina Reynolds, a top strategist for Emily\'s List, a Democratic organization focused on electing more women, said Biden\'s decision to pick a woman running mate is a reflection that women are ""more than half this country, far more than half the voters, and we have never had a woman in that role.""']"
4460,Biden,['House'],"['""I think you have to have a running mate that complements the ticket,"" said House Majority Whip Jim Clyburn of South Carolina, whose endorsement launched Biden to a decisive victory in his state\'s critical contest.']"
4462,Obama,['Russell Senate'],"['""I walked out of the Russell Senate office building to Union Station, got in a car with tinted windows, got in a chartered plane,"" Bayh said recounting his 2008 meeting with Obama in St. Louis, Missouri.']"
4464,Patricia Johnson,['PBS'],"[""His work was informed by his ancestry\n\nThough Gaffney said in the PBS interview that he didn't consider himself to be an activist, his cousin Patricia Johnson said his career was largely informed by his family history.""]"
4468,Lee Bergerman,['RCMP'],"['Heidi Stevenson, a 23-year veteran of the force,"" said Lee Bergerman, the RCMP\'s commanding officer in Nova Scotia.']"
4470,Melania Trump,['the White House'],['A statement issued by the White House said President Donald Trump and first lady Melania Trump expressed their condolences.']
4473,Hogan,"['Boeing', 'LabGenomics']","['A Boeing 777 landed at BWI on Saturday, part of what\xa0Hogan\xa0dubbed “Operation Enduring Friendship.” The coronavirus kits come from LabGenomics and\xa0Hogan\xa0says the half million kits are “equal to the total amount of testing which has been completed by four of the top five states in America combined.”\n\n“I want to sincerely thanks our Korean partners for assisting us in this fight against our common hidden enemy,”\xa0Hogan\xa0said.']"
4475,Johnson,['COBRA'],"['Former UK Health Minister Anna Soubry says Johnson\'s failure to lead COBRA meetings in the ""critical"" early period of coronavirus is a mark of his ""arrogance"".']"
4477,Ronna McDaniel,"['The Republican National Committee', 'GOP']","['The Republican National Committee, Trump campaign, and host committee are moving ""full steam ahead"" in planning the 2020 convention in Charlotte later this summer, but will assess in late June or early July as to whether contingencies need to be made due to the coronavirus, GOP Chairwoman Ronna McDaniel said Monday.']"
4479,Chris Leather,['Royal Canadian Mounted Police'],"['The gunman, 51-year-old Gabriel Wortman, was killed in a shootout with police in Enfield, about 60 miles from the initial crime scene, said Chris Leather, a Royal Canadian Mounted Police chief superintendent and criminal operations officer in Nova Scotia.']"
4481,Lee Bergerman,['RCMP'],"['Heidi Stevenson, a 23-year veteran of the force who was killed this morning,"" said Lee Bergerman, the RCMP\'s commanding officer in Nova Scotia.']"
4485,Jason Robert,"['JFS', 'Conway Elementary School']","['Nutting added: “The staff at JFS recognizes the need to continue to keep the positive momentum going and is already working on developing our next community morale booster.”\nJason Robert, principal of Conway Elementary School said: ""The caravan was a magical experience on so many levels.']"
4488,Frechette,['Pine Tree'],"['It was such a good day all around.”\nLike Conway El and John Fuller, the staff at Pine Tree “decorated their cars, honked horns, rang cowbells, displayed signs of affection and yelled sentiments of love to those waiting to watch,” said Frechette.']"
4490,Duguay-Gordon,['Tweezerman'],"['Tweezerman Pushy and Nail Cleaner ($18; dermstore.com)\nTweezerman Pushy and Nail Cleaner \n\n""I really like a Tweezerman metal cuticle pusher,"" says Duguay-Gordon.']"
4492,Dylan,['M Com Publishing'],"['Michele Smith, who owns a small publishing company called M Com Publishing, said she and Dylan, who is in seventh grade, have been cooking together since he was five.']"
4494,Giroir,['Post'],"['Citing a local newspaper that reported on Giroir\'s annual evaluation, the Post said Giroir received a performance evaluation that ""said he was \'more interested in promoting yourself\' than the health science center where he worked.']"
4496,Giroir,"['Post', 'Eagle']","['The Post said The Eagle, the local newspaper that obtained Giroir\'s evaluation, reported that ""while Giroir had a grade of 4 or 5 for his management and related skills, on a scale in which 5 is the highest mark, he had a 2 or 3 in areas of \'loyalty/commitment\' and \'team player.\'""']"
4498,Giroir,"['Post', 'Biological Advanced Research and Development Authority']","['In an interview with the Post, Robin Robinson, ""who as the director of the federal Biological Advanced Research and Development Authority oversaw a major grant for the Texas vaccine project,"" said Giroir ""\'over-promised and under-delivered.\'""']"
4500,Michael Young,"['Texas A&M', 'Post']","['Giroir left Texas A&M in 2015 after its new president, Michael Young, ""asked some senior officials at the university to resign, while offering to keep them in their jobs for at least a year,"" the Post said.']"
4504,Danny Meyer,['Shake Shack'],"['Shake Shack CEO Randy Garutti and chairman Danny Meyer revealed their decision to give back the funding in an\xa0open letter\xa0Monday, saying that the NYSE-listed company no longer needs the money because they are ""fortunate to now have access to capital that others do not.""']"
4508,Henry VIII,"['Parliament', 'BBC']","['Former Member of Parliament Ed Balls will revisit his past as shadow finance minister, delivering a math class, and ""EastEnders"" actor Danny Dyer -- who is a direct descendant of King Edward III -- will provide a history lesson on Henry VIII, the BBC said.']"
4510,Andy Lyons,"['CNN', 'WBAL']","['""We don\'t think that there\'s any reason we can\'t protect the elderly and the vulnerable from this virus and still get our small businesses back up to work,"" Paul Brockman told CNN affiliate WBAL\n\nIn Indianapolis, protester Andy Lyons said he understands the health risks.']"
4512,Pence,['FEMA'],"[""Trump also said Pence will call the nation's governors from FEMA headquarters Monday to discuss testing.""]"
4514,Trump,"['CBS News', 'White House']","['In a heated exchange with CBS News White House Correspondent Weijia Jiang, Trump said ""I did a ban, where I\'m closing up the entire country.""']"
4520,Romney,"['Senate', 'the Republican Party']","[""Trump says deal on small business package could come Monday The President's comments about Romney on Sunday mark just the latest slight in their contentious relationship -- one that grew increasingly tense during the Senate's impeachment trial of Trump after Romney broke ranks with the Republican Party to vote to convict the President on the charge of abuse of power.""]"
4522,Donald Trump,['CNN'],"[""CNN's Dana Bash says President Donald Trump treats female reporters differently than he treats male reporters.""]"
4524,Maria Miller,"[""the Wayne County Prosecutor's Office""]","[""William Garrison, who died at age 60 last week, was serving time for first-degree murder after a shooting during a 1976 armed robbery, said Maria Miller, a spokesperson for the Wayne County Prosecutor's Office.""]"
4526,Shea,['NYPD'],"['pic.twitter.com/JiPo0SVOqc — Commissioner Shea (@NYPDShea) April 16, 2020 ""This unprecedented crisis has already taken a significant toll on our NYPD family,"" Shea said in a letter to the department.']"
4529,Trump,['Fox News'],"['During an interview with Chris Wallace on ""Fox News Sunday,"" Pence defended Trump\'s coronavirus response and said the administration believes it can double the 150,000 tests being conducted each day nationwide ""by working with governors to activate all of the labs that can do the testing.""']"
4531,Spell,['CNN'],"['Asked by CNN\'s Victor Blackwell on Sunday why he is asking ""people who you know don\'t have much"" to hand over their $1,200 stimulus checks, Spell said it was because some evangelists and missionaries don\'t receive stimulus money.']"
4533,Roger Corcoran,['Central Police'],"['Spell has chosen to embarrass us for his own self-promotion,"" said Central Police Chief Roger Corcoran said in a statement on March 31.']"
4535,Donald Trump,['Treasury'],"['Treasury Secretary Steve Mnuchin on Sunday said it was his idea -- not President Donald Trump\'s -- to add the President\'s name to coronavirus stimulus checks that are being sent to millions of Americans, saying it\'s ""a terrific symbol"" to Americans.']"
4537,Trump,['White House'],"['""This is not the time for divisiveness,"" Northam said after Trump\'s Saturday White House briefing on the federal government\'s response to the coronavirus.']"
4540,Trump,['Fox News'],"['During an interview with Chris Wallace on ""Fox News Sunday,"" Pence defended Trump\'s coronavirus response saying he believed there would soon be enough testing to reopen the country and that ""we\'re going to continue to fully partner with governors around the country and health officials in increasing and scaling the amount of testing.""']"
4545,Mark Meadows,"['Senate', 'House', 'White House']","['Mnuchin said that he\'s had ""constant discussions"" with Senate Majority Leader Mitch McConnell, House Minority Leader Kevin McCarthy, President Donald Trump and White House chief of staff Mark Meadows, who are ""all on board with the same plan.""']"
4552,Johnson,"['BBC', 'Cobra', 'State']","[""Speaking later on the BBC's The Andrew Marr Show, Gove acknowledged that Johnson had not attended the five Cobra meetings but said this was not unusual since such meetings were usually led by the relevant Secretary of State.""]"
4555,Dominic Raab,['Foreign'],['Gove said Johnson had spoken with Foreign Secretary Dominic Raab on Friday to deliver instructions to the government.']
4559,Trump,"['the Department of Epidemiology of Microbial Diseases', 'the Yale School of Public Health']","['He is lying because he is trying to shift blame to others, even if the attempt is totally nonsensical,"" Gregg Gonsalves, an assistant professor in the Department of Epidemiology of Microbial Diseases at the Yale School of Public Health, said of an earlier version of this Trump claim.']"
4561,Farooq,['WESH 2 News'],"[""When WESH 2 News first profiled this technology, Dr. Osman Farooq showed us just how advantageous the robots are with patients as part of telemedicine.“With this technology, I'm at their beside in less than a minute,” Dr. Farooq said.During the COVID-19 pandemic, the robots allow a doctor to be in more places.The robots are not intended to replace critical care doctors, but be a complement to the existing staff.""]"
4567,Donovan,['Covid-19'],"['Esper, Donovan said, ""will maintain a continuous conditions based assessment of the Covid-19 pandemic and will formally review this policy every 15 days to determine if conditions allow travel to resume earlier than June 30.""']"
4569,Mark Milley,['Joint Chiefs'],"['Esper, at a news conference at the Pentagon on Tuesday alongside Joint Chiefs Chairman General Mark Milley, said, ""We want to make sure we stay on top of it.""']"
4573,Bryan Koon,"['FEMA', 'Division of Emergency Management']","['""In 2017, when you had Harvey, Irma and Maria, that stretched FEMA pretty thin, and some would say past the breaking point,"" said Bryan Koon, the former director of Florida\'s Division of Emergency Management.']"
4575,Kaine,"['Senate', 'Senate']","['Senate Democratic leader Chuck Schumer, according to the aide, closed the call saying that all of the Senate Democrats agreed with what Kaine had just said.']"
4578,Kaine,['CNN'],"['King was the first to ""lose it"" in a measured way, a source on the call told CNN, who said King was then followed by Kaine.']"
4580,Donald Trump,['CNN'],"[""CNN's SE Cupp breaks down the latest developments in President Donald Trump's response to the coronavirus pandemic, saying the United States would have fared better during the crisis under a different administration.""]"
4582,Andrew Weiss,"['Kremlin', 'the Carnegie Endowment for International Peace']","['The flurry of phone calls follow a Kremlin campaign urging US-Russia cooperation against the coronavirus that used news outlets Trump follows, said Andrew Weiss, a vice president for studies at the Carnegie Endowment for International Peace.']"
4585,Weiss,"['the State Department', 'Pentagon']","['Putin\'s appeal to Trump is meant to be an ""end run around the US national security bureaucracy, the State Department, the Pentagon, the intelligence community,"" which are far more distrustful of Moscow than the President is, Weiss said.']"
4588,Raymond,['Space Command'],"['The same day, Russia conducted a test of an anti-satellite missile that Space Command commander Gen. John W. ""Jay"" Raymond said, provides ""further proof of Russia\'s hypocritical advocacy of outer space arms control proposals designed to restrict the capabilities of the United States while clearly having no intention of halting their counterspace weapons programs.""']"
4591,Trump,"[""Georgetown University's"", 'Center for Eurasian']","[""Angela Stent, the director of Georgetown University's Center for Eurasian, Russian and East European Studies, said that Putin's contacts with Trump reflect a well-established pattern.""]"
4595,Fiona Hill,['White House'],"['""Obviously as we\'ve seen, Trump and Putin have met and discussed things together where the rest of the people were not in the picture,"" Stent said, pointing to the leaders\' first summit in Hamburg where the leading White House official on Russia, Fiona Hill, wasn\'t invited to the meeting, as is customary.']"
4597,Rojansky,['Kremlin'],"['Referring to the criminal investigation into whether Trump or his campaign associates conspired with the Kremlin to win the 2016 presidential election, Rojansky said, ""we have a President who doesn\'t trust substantial chunks of his own administration because of the whole experience of Russiagate and impeachment.']"
4599,Vinal Lee,"['COVID-19', 'Salvation Army']","['“The urgency and the challenge that we’re facing right now with COVID-19 is that supply lines are not what they used to be,” said Lt. Vinal Lee with Salvation Army of Indianapolis.']"
4604,Adams,['Twitter'],"['""Today, Governor (Andy) Beshear and I agreed to delay the primary election originally scheduled for May 19 to June 23,"" Adams said in a\xa0video\xa0posted to Twitter.']"
4606,Gigi,['ESPN'],"['In a video message on ESPN, Vanessa Bryant said, ""Thank you so much for honoring my Gigi and selecting her to be an honorary draft pick this year.']"
4608,Cline,['the California Board of Registered Nursing'],"['If they refused, Gulick and Cline said, the hospital threatened to report the nurses to the California Board of Registered Nursing.']"
4610,Gulick,['PSJHC'],"['Aidem refused to comment on that, citing PSJHC policy to not comment on personnel issues to protect their employees\' privacy\n\n""We all said to them, \'No, we are not refusing the assignment, but we are refusing to take care of these patients without being offered the minimal protection of the N95 mask,\'"" Gulick says.']"
4614,Trump,['Agriculture'],"['Agriculture Secretary Sonny Perdue said, “American agriculture has been hard hit like most of America with the coronavirus and President Trump is standing with our farmers and all Americans to make sure we all get through this national emergency.”']"
4616,Ken Paxton,"['ACLU', 'Twitter']","['GREAT WORK,"" David Cole, national legal director for the ACLU, said Wednesday in a Twitter post In response, Texas Attorney General Ken Paxton, in a statement late Wednesday, expressed disappointment, saying in part that the district court had ignored the plain text of the state election code in order to allow healthy voters to take advantage of special protections made available to Texans with illnesses or disabilities.']"
4619,Pinsky,['Fox News'],"[""And yet Oz, McGraw, and Pinsky have all appeared on Fox News, making comments that support the network's editorial viewpoint, but which fly in the face of what health officials have said about the coronavirus.""]"
4621,Hart,"['McKenna Pro Photography', 'The Sulky']","['""From McKenna Pro Photography, from John Deere, which is a global company, to The Sulky, which creates high-end buggies, they\'re taking their time and they\'re making masks for our communities,"" said Hart.']"
4624,Trump,['state'],"['In a separate video, Tony Blinken, former deputy secretary of state and a foreign policy adviser to Biden, said, ""President Trump went soft on China when it mattered most.']"
4627,Bader,['HLN'],"[""Mike DeWine is one of seven Midwestern governors coordinating plans to reopen the region's economy\n\nIn an interview with HLN's Robin Meade on Friday, Bader said he can safely hold events now and maintain social distancing between spectators.""]"
4629,Staley,['CNN'],"['""The alleged conduct does not rise to the level of a felony offense,"" said Patrick Griffin, an attorney representing Staley, in an email to CNN.']"
4631,Moore,['Number 10 Downing Street'],"[""A spokeswoman for Number 10 Downing Street said in a statement that Prime Minister Boris Johnson will look at ways to recognize Moore's efforts.""]"
4636,Moore,['BBC Breakfast'],"['On Friday, Prince William, the Duke of Cambridge, said in an interview with BBC Breakfast that Moore was a ""fundraising machine.""']"
4638,Chuck Schumer,"['Senate', 'Democratic Sens']","['""How can that be?,"" said Cuomo, who has also complained about the share of federal aid the state government will receive from Congress\' $2 trillion relief package Senate Minority Leader Chuck Schumer of New York, along with Democratic Sens.']"
4640,Kaepernick,['Twitter'],"['""Black and brown communities are being disproportionally devastated by Covid-19 because of hundreds of years of structural racism,"" Kaepernick says in a video posted to his Twitter.']"
4642,Kim,['the Sejong Institute'],"['Cheong Seong-chang, a director of the Sejong Institute in Seoul, said it was unusual that Kim chaired that meeting but may have then skipped out on an important opportunity to honor his father and grandfather.']"
4655,Bob Beitcher,"['the Motion Picture and Television Fund', 'MPTF']","['Daviau, a frequent collaborator of director Steven Spielberg, was a resident at the Motion Picture and Television Fund in Woodland Hills, California and died there Wednesday, a statement from MPTF president & CEO Bob Beitcher said.']"
4657,Spielberg,['Twitter'],"['""In 1968, Allen and I started our careers side by side with the short film AMBLIN\',"" said Spielberg in a statement posted to Twitter.']"
4659,Eran Miller,['Summit'],"['“For the weekend I was feeling pretty good,” Lee’s Summit resident Eran Miller said.']"
4663,Joe Scarborough,['MSNBC'],"['In an interview on MSNBC, Biden -- the presumptive Democratic presidential nominee -- was asked by Joe Scarborough what he would say to those who want to go back to work as soon as possible.']"
