idx.1,idx,idx.1,quote,people,educ_inst
7633,5831,7633,"'Most of them didn’t much want to quit,” says Richard P. Sloan, a professor of behavioral medicine at Columbia who oversaw the new study.'",['Richard P. Sloan'],Columbia University
7653,5846,7653,"'What’s fascinating is that this is forcing us to confront the tension that can exist between freedom and well-being and liberty and health,” said Julian Savulescu, a philosopher at the University of Oxford.\n'",['Julian Savulescu'],University of Oxford
7681,5856,7681,"'In a statement posted on Twitter over the weekend, Hitoshi Oshitani, a professor of virology at Tohoku University in northeastern Japan and a government adviser, wrote that “the risk of infection is very low if people continue ordinary living, unless they go to hot spots.'",['Hitoshi Oshitani'],Tohoku University
7681,5857,7681,"'It’s possible that Tokyo has entered a period of explosive and exponential growth,” Hiroshi Nishiura, an epidemiology professor at Hokkaido University in northern Japan and a member of an expert panel advising Japan’s government, told the newspaper Nikkei last week.'",['” Hiroshi Nishiura'],Hokkaido University
7719,5882,7719,"'Anyone who saw that press conference would have been reminded of his limitations as a communicator,” said Tim Bale, a professor of politics at Queen Mary, University of London.'",['Tim Bale'],Queen Mary University of London
7729,5888,7729,"'This one has now cracked open its gooey center and we can see what’s inside,” said Michelle Bannister, a planetary astronomer at Queen’s University Belfast in New Zealand.\n'",['Michelle Bannister'],Queen’s University Belfast
7733,5893,7733,"'Even in a place where lots of people wear masks,” said Dr. Peter Rabinowitz, co-director of the University of Washington MetaCenter for Pandemic Preparedness and Global Health Security,'",['Peter Rabinowitz'],University of Washington
7733,5894,7733,"'Japan has been screwing up,” said Kenji Shibuya, director of the Institute for Population Health at King’s College London.'",['Kenji Shibuya'],King’s College London
7734,5897,7734,"'While that’s true, there is also this digitally enabled economic activity at the grass-roots level that we haven’t really been able to see clearly before,” said Karen Mossberger, a professor of public policy at Arizona State.\n\n\n'",['Karen Mossberger'],Arizona State University
7752,5908,7752,"'Renewables are on a growth trajectory today that I think isn’t going to be set back long term,” said Dan Reicher, the founding executive director of the Steyer-Taylor Center for Energy Policy and Finance at Stanford University and a former assistant energy secretary in the Clinton administration.'","['Clinton', 'Dan Reicher']",Stanford University
7754,5910,7754,"'but those feelings fade fast, according to research by Veronika Huta of the University of Ottawa and Richard Ryan of the University of Rochester.'","['Richard Ryan', 'Veronika Huta']",University of Ottawa
7754,5911,7754,"'According to the psychologists Richard Tedeschi and Lawrence Calhoun of the University of North Carolina at Charlotte, who coined the term “post-traumatic growth” in the 1990s, the people who grow after a crisis spend a lot of time trying to make sense of what happened and understanding how it changed them.'","['Lawrence Calhoun', 'Richard Tedeschi']",University of North Carolina at Chapel Hill
7755,5912,7755,"'If you walk outside and see who is actually still working,” said Elaine Nsoesie, an infectious disease modeler at Boston University’s School of Public Health, “the data don’t seem surprising.'",['Elaine Nsoesie'],Boston University
7755,5913,7755,"'If you walk outside and see who is actually still working,” said Elaine Nsoesie, an infectious disease modeler at Boston University’s School of Public Health, “the data don’t seem surprising.'",['Elaine Nsoesie'],Boston University
7778,5925,7778,"'Modly got involved in the day-to-day deliberations to a greater degree than Navy tradition and the chain of command would expect precisely because Modly was obsessed with how the story might be playing inside the White House,” said Peter D. Feaver, a political-science professor at Duke University who has studied military-civilian relations.\n'",['Peter D. Feaver'],Duke University
7789,5931,7789,"'In reality, we don’t know,” said Prof. Howard Markel, a doctor and historian of medicine at the University of Michigan, when asked if New York was nearing the peak.'",['Howard Markel'],University of Michigan
7795,5936,7795,"'If you rattle the cage too much, the deal could collapse,” said Jared A. Ellias, a professor at the University of California'",['Jared A. Ellias'],"University of California, Berkeley"
7799,5939,7799,"'We don’t think many kids get severe disease, so are kids transmitting the disease at a significant rate that’s going to propagate this outbreak?” asked Dr. Srinivas Murthy, an associate professor of pediatrics at the University of British Columbia, who was not involved in the study.'",['Srinivas Murthy'],University of British Columbia
7835,5949,7835,"'It’s the Wild West,” said Alison Berman, co-head of digital talent at UTA.'",['Alison Berman'],University of Utah
7858,5958,7858,"'The reality really does not set in right away for them,” Krzyzewski, who has won five national championships at Duke, said in a recent telephone interview.\n'",['Krzyzewski'],Duke University
7881,5973,7881,"'Jason Kindrachuk, a virologist at the University of Manitoba, said: “Now that we’re rolling into the end of July and looking at trying to open up schools the next month, this really needs to be considered.'",['Jason Kindrachuk'],University of Manitoba
7897,5992,7897,"'The threat of comprehensive restructuring of suburban privilege was real in the late ’60s and early ’70s because it was coming from the courts, and it was coming from civil rights litigants who had a federal judiciary that was going to go all the way with them,” said Mr. Lassiter, a professor at the University of Michigan.\n'",['Lassiter'],University of Michigan
7930,6016,7930,"'I think we have to be incredibly cautious when interpreting estimates from a study like this,” said Julie Donohue, a professor of public health and the University of Pittsburgh who co-wrote an editorial about the study.'",['Julie Donohue'],University of Pittsburgh
7949,6038,7949,"'It is critically important to put forth a set of agreed-upon ways in which the data will be presented,” said Dr. Wafaa El-Sadr, a professor of epidemiology at Columbia University’s Mailman School of Public Health.'",['Wafaa El-Sadr'],Columbia University
7949,6039,7949,"'It’s a slow start for now, but it will be picking up,” said Oluwatomi Oluwasanmi, a supervisor in southwest Queens, who said fieldworkers made only a few house calls each in their first week.\n\n\n'",['Oluwatomi Oluwasanmi'],The University of Queensland
7963,6043,7963,"'They’re facing the fact that the Covid numbers have gone in the wrong way for several weeks,” said William English, a former top staff official at the Fed board who is now at Yale.'",['William English'],Yale University
7966,6048,7966,"'This bodes well for the Phase 3 trials,” said Dr. Angela Rasmussen, a virologist at Columbia University who was not involved in the study.'",['Angela Rasmussen'],Columbia University
7982,6072,7982,"'Nick Kokonas, a co-owner of Alinea and the chief executive of Tock, said the Ever partners “probably don’t have much of a choice as to whether or not to open.'",['Nick Kokonas'],Stockholm University
7984,6078,7984,"'It won’t be finished unless they can quickly ramp up something, like using administrative records” instead of census takers to count households, said Kenneth Prewitt, a Columbia University public affairs professor who led the Census Bureau during the 2000 census.'",['Kenneth Prewitt'],Columbia University
8001,6093,8001,"'It’s been a real deficiency in the messaging about masking to say that it only protects the other,” said Charles Haas, an environmental engineer and expert in risk assessment at Drexel University.'",['Charles Haas'],Drexel University
8028,6107,8028,"'These urban spaces are growing dramatically, and these spaces are becoming the heart of the Democratic base here,” said David Parker, a Montana State University professor who wrote a book on the 2012 Senate race.\n'",['David Parker'],University of Montana
8032,6111,8032,"'For a 2010 study published in the Personality and Social Psychology Bulletin, two Yale researchers, Tyler Okimoto and Victoria Brescoll, asked participants their opinions of two fictional candidates, one male and one female, who were described as possessing “a strong will to power.'","['Tyler Okimoto', 'Victoria Brescoll']",Yale University
8053,6128,8053,"'Whatever your level is today, if you get infected, your antibody titers are going to go way up,” said Dr. Michael Mina, an immunologist at Harvard University, referring to the levels of antibodies in the blood.'",['Michael Mina'],Harvard University
8053,6131,8053,"'God, I did not realize that — that’s crazy,” said Angela Rasmussen, a virologist at Columbia University in New York.'",['Angela Rasmussen'],Columbia University
8063,6142,8063,"'Jia Qingguo, a professor of Peking University’s the School of International Studies, said in an online panel hosted by the National Press Foundation on Thursday that the United States and China were not yet in a new Cold War, but they were heading in that direction with “accelerating speed, thanks to the Trump administration.'",['Jia Qingguo'],Peking University
8091,6171,8091,"'The federal response to protect one of the most vulnerable populations in the country has been a dismal failure,” said Tamara Konetzka, a health economist at the University of Chicago who has been studying the pandemic’s outsize impact on nursing home residents.\n\n\n'",['Tamara Konetzka'],University of Chicago
8110,6196,8110,"'Erica was created by Hiroshi Ishiguro, a roboticist at Osaka University in Japan, to be “the most beautiful woman in the world'","['Erica', 'Hiroshi Ishiguro']",Osaka University
8111,6201,8111,"'Erin Baggott Carter, assistant professor at the School of International Relations at the University of Southern California, said Mr. Ren’s expulsion is “a warning to other C.C.P. elites to toe the line,” referring to the Chinese Communist Party.\n'","['Ren', 'Erin Baggott Carter']",University of Southern California
8123,6210,8123,"'This is all very new,” said Dr. Douglas White, an ethicist and vice chairman of the department of critical medicine at the University of Pittsburgh, which began using a weighted lottery last month to distribute remdesivir.\n'",['Douglas White'],University of Pittsburgh
8128,6216,8128,"'Terry C. Jones, who studies the evolution of disease-causing organisms at the University of Cambridge and was one of the senior authors, said that judging by historical sources, “it seems quite likely that the virus was around in, let’s say, India, or maybe China, 1,000 or 1,500 years before the Common Era.”\nWhat was most intriguing about the find, Dr. Jones said, was the genetic makeup of the smallpox virus recovered from the bones of 11 people who lived between 600 and 1050, and the fact that the old viral strain is now extinct.'",['Terry C. Jones'],University of Cambridge
8129,6222,8129,"'Risks at lightly regulated financial firms “were not only predictable, but well-documented,” Lael Brainard, a Fed governor, said during a University of Michigan and Brookings Institution conference in late June.'",['Lael Brainard'],University of Michigan
8133,6225,8133,"'A lot of them had a great deal to do with the origin of a hospital in the Middle Ages, particularly with the plague,” said Howard Markel, a medical historian at the University of Michigan.'",['Howard Markel'],University of Michigan
8150,6237,8150,"'We all benefit economically if people with caregiving burdens can do things that are more economically efficient,” said Lawrence Katz, an economics professor at Harvard.'",['Lawrence Katz'],Harvard University
8153,6238,8153,"'An eviction judgment stays on a tenant’s credit report for seven years, is grounds for wage garnishment and makes it more difficult for a tenant to find future housing,” said Susan Butler, a law professor at the University of Arizona who has been tracking violations of the CARES Act.\n\n\n'",['Susan Butler'],University of Arizona
8168,6246,8168,"'In all indications, the capacity of P.P.E. is lower than the demand,” said Prakash Mirchandani, the director of the Center for Supply Chain Management at the University of Pittsburgh, referring to personal protective equipment.'",['Prakash Mirchandani'],University of Pittsburgh
8170,6247,8170,"'This is anchored in evidence,” said Dr. Wafaa El-Sadr, professor of epidemiology at the Mailman School of Public Health at Columbia University.'",['Wafaa El-Sadr'],Columbia University
8179,6258,8179,"'Covid has generated this new imagination of worst-case scenarios,” said Emily J. Blanchard, a professor at the Tuck School of Business at Dartmouth College.\n'",['Emily J. Blanchard'],Dartmouth College
8180,6259,8180,"'The idea that we’re all in this pandemic together is in some ways right,” said Eric Klinenberg, a sociologist at New York University.'",['Eric Klinenberg'],New York University
8182,6262,8182,"'It’s a gamble, but a reasonable one,” said Dr. Walter Orenstein, an epidemiologist at Emory University who worked for the Clinton administration as director of the United States immunization program.'","['Clinton', 'Walter Orenstein']",Emory University
8195,6279,8195,"'Online collaboration platforms and related tools have become as important to us as smartphones and computers,” said Michael Cusumano, a professor at the Sloan School of Management at the Massachusetts Institute of Technology.\n\n\n'",['Michael Cusumano'],Massachusetts Institute of Technology
8208,6288,8208,"'A big problem, according to Ranu Dhillon, a doctor at Harvard who advised the Guinean president during the Ebola crisis, is a lack of nuance.\n'",['Ranu Dhillon'],Harvard University
8217,6295,8217,"'— “win by dividing the people and presenting themselves as the savior of the good and ordinary citizens against the undeserving agents of subversion and ‘cultural pollution,’” explained Stanford’s Larry Diamond, author of “Ill Winds:'",['Larry Diamond'],Stanford University
8219,6297,8219,"'Military bases represent a combustible demographic mix of young and older people in a dense institutional setting, which is pretty much an ideal context for a wildfirelike outbreak to occur,” said Lindsey J. Leininger, a health policy researcher and clinical professor at the Tuck School of Business at Dartmouth College.'",['Lindsey J. Leininger'],Dartmouth College
8225,6303,8225,"'Disease Research and Policy at the University of Minnesota, who helped design the data dashboard used by New York State and cited by Gov. Andrew M. Cuomo during his news conferences, said Dr. Frieden’s proposal was “something we need in our tool kit that’s been absent.'","['Andrew M. Cuomo', 'Frieden']",University of Minnesota
8225,6304,8225,"'Uganda does better at tracing and contacting people in quarantine and reporting it.”\n\n\nDr. William Schaffner, a preventive medicine specialist at Vanderbilt University’s medical school, welcomed Dr. Frieden’s proposed standards but said few states had the expertise and money needed to generate and analyze the data.\n'","['William Schaffner', 'Frieden']",Vanderbilt University
8227,6306,8227,"'LONDON — Secretary of State Mike Pompeo on Tuesday cheered the hardening British posture toward China and appealed for a global coalition against the country, blaming the Chinese Communist Party for what he described as exploitation of the coronavirus pandemic “to further its own interests.'",['Mike Pompeo'],Pennsylvania State University
8230,6314,8230,"'Cities are more in danger than in the 19th century even though this plague is less severe,” said the Harvard economist Edward Glaeser, “because we are rich enough to imagine a deurbanized world.'",['Edward Glaeser'],Harvard University
8230,6315,8230,"'Cities are more in danger than in the 19th century even though this plague is less severe,” said the Harvard economist Edward Glaeser, “because we are rich enough to imagine a deurbanized world.'",['Edward Glaeser'],Harvard University
8242,6318,8242,"'We did know most of this,” said Martin Innes, director of the Crime and Security Research Institute at Cardiff University, “'",['Martin Innes'],Cardiff University
8285,6359,8285,"'It’s really, really alarming,” David Hui, the director of the Stanley Ho Center for Emerging Infectious Diseases at the Chinese University of Hong Kong, said of the recent outbreak.'",['David Hui'],Chinese University of Hong Kong
8314,6377,8314,"'These results are compelling,” said Dr. Denise Jamieson, an obstetrician at Emory University’s School of Medicine in Atlanta.\n\n\n'",['Denise Jamieson'],Emory University
8323,6388,8323,"'People, depending on their ideology on school opening, are choosing which evidence to present — and that needs to be avoided,” said Jeffrey Shaman, an epidemiologist at Columbia University’s Mailman School of Public Health in New York.\n'",['Jeffrey Shaman'],Columbia University
8330,6397,8330,"'He learned how to speak truth to power but to do so in a way that did not threaten these big political egos,” said Dr. Howard Markel, a professor of the history of medicine at the University of Michigan Medical School.\n'",['Howard Markel'],University of Michigan
8330,6400,8330,"'You can trust respected medical authorities,” Dr. Fauci said this week in a virtual forum at Georgetown University, almost plaintively at times.'",['Fauci'],Georgetown University
8342,6412,8342,"'H.I.V. research built a strong foundation for Covid-19 research,” said David Ho, a Columbia University virologist, who directs the Aaron Diamond AIDS Research Center there.'",['David Ho'],Columbia University
8342,6413,8342,"'We now know this diversity is enormous, and is a big obstacle to vaccine development,” said Prof. Beatrice Hahn of the University of Pennsylvania, who worked with Dr. Wong-Staal.\n'","[""Wong-Staal.\\n'"", 'Beatrice Hahn']",University of Pennsylvania
8344,6415,8344,"'Mr. McFarland, who was the valedictorian of his high school class and will have his delayed graduation on July 20, said he had initially chosen Yale because there were so many things to do on campus and because it had “an amazing dorm life.'",['McFarland'],Yale University
8351,6418,8351,"'A lot of people roll off at that point,” said Pamela Herd, a Georgetown University professor and an expert on the “administrative burdens” that keep otherwise eligible people from getting access to many public programs.\n'",['Pamela Herd'],Georgetown University
8359,6422,8359,"'Please feel free to download, share, use, and analyze this data,” wrote Yong-Zhen Zhang, a professor at Fudan University in Shanghai and the leader of the consortium.\n'",['Yong-Zhen Zhang'],Fudan University
8378,6436,8378,"'Lots of people are really agonizing about what to do and whom to have faith in,” said Dr. William Schaffner, an infectious disease specialist at Vanderbilt University.\n'",['William Schaffner'],Vanderbilt University
8378,6439,8378,"'We have to find a balance between preserving safety and living,” said Dr. Linda Fried, a geriatrician and the dean of the Mailman School of Public Health at Columbia University.'",['Linda Fried'],Columbia University
8380,6444,8380,"'There isn’t the next generation with the passion to take the business through a crisis,” said Jennifer Pendergast, executive director of the Center for Family Enterprises at Northwestern University.'",['Jennifer Pendergast'],Northwestern University
8435,6492,8435,"'There’s often a risk when people start talking about the underlying causes of death because of the assumption that the reason is related to genetics or poor diets,” said Bridget Byrne, director of the Center on Dynamics of Ethnicity at the University of Manchester.'",['Bridget Byrne'],University of Manchester
8446,6495,8446,"'No one should think they’re protected,” said Nicholas Tatonetti, a data scientist at Columbia University.\n\n\n'",['Nicholas Tatonetti'],Columbia University
8452,6497,8452,"'Look and Life magazines were where people got information,” said Bentley, a professor of food studies at New York University.'",['Bentley'],New York University
8454,6499,8454,"'For ordinary travelers it means getting ready for paying more and for more inconvenience,” said Anand Menon, a professor of European politics and foreign affairs at King’s College London.'",['Anand Menon'],King’s College London
8463,6506,8463,"'Jessica Calarco (@JessicaCalarco) is an associate professor of sociology at Indiana University, Bloomington, and the author, most recently, of “A Field Guide to Grad School: Uncovering the Hidden Curriculum.'",['Jessica Calarco'],Indiana University
8476,6510,8476,"'Constance DeVereaux, the director of arts leadership and cultural management at University of Connecticut, said they were “something you find at Disneyland,” adding, “I was going to those in the 1960s.'",['Constance DeVereaux'],University of Connecticut
8476,6512,8476,"'Constance DeVereaux, the director of arts leadership and cultural management at University of Connecticut, said they were “something you find at Disneyland,” adding, “I was going to those in the 1960s.'",['Constance DeVereaux'],University of Connecticut
8477,6513,8477,"'How much of a hassle it is to vote is generally a matter of design, not accident, according to Carol Anderson, the author of “One Person, No Vote” and a professor of African-American studies at Emory University.'","['Person', 'Carol Anderson']",Emory University
8511,6529,8511,"'Some scientists feel that a very high level of certainty is required before advice is given for the public to undertake wearing a mask or other behaviors that would reduce disease transmission,” said Paul Edelstein, an emeritus professor at the University of Pennsylvania, who helped write an influential report to the British government encouraging face coverings this month.\n'",['Paul Edelstein'],University of Pennsylvania
8524,6544,8524,"'It’s all about supporting the actions of countries to fish and explore energy in maritime spaces that China has claimed.”\nDaniel Russel, the assistant secretary of state for East Asia and the Pacific in the second Obama term, said that the Obama administration had accepted the tribunal’s 2016 ruling as “final and binding,” and that Mr. Pompeo’s statement was more “chest-pounding and angry invective about China” than a change in policy.\n'","['Obama', 'Pompeo']",Vrije Universiteit Brussel
8527,6548,8527,"'He is doing all this on his own, as far as I can tell, with little to no input,” said State Representative Jonathan Stickland, a conservative from the Fort Worth suburbs who was on the call and said lawmakers were not permitted to ask any questions.'",['Jonathan Stickland'],Pennsylvania State University
8538,6552,8538,"'That’s basically the way we create new law and new legal protections in this country,” said Sam Bagenstos, professor of labor and employment law at the University of Michigan.'",['Sam Bagenstos'],University of Michigan
8538,6553,8538,"'It’s shocking to see the amount that people are willing to gamble,” said Kathryn Olivarius, Ph.D., a professor of history at Stanford University who studies disease.\n'","['Kathryn Olivarius', 'Ph.D.']",Stanford University
8546,6557,8546,"'Secretary of State Mike Pompeo said last Thursday that the American sanctions were in response to “forced labor, arbitrary mass detention, and forced population control, and attempts to erase their culture and Muslim faith.'",['Mike Pompeo'],Pennsylvania State University
8568,6571,8568,"'You are seeing what could be the beginning of what we’ve been seeing in Texas and Arizona,” said Dr. Bill Miller, a professor of epidemiology at the Ohio State University.'",['Bill Miller'],Ohio State University
8568,6572,8568,"'You have to realize: The virus isn’t going to go anywhere until there is a vaccine,” said Dr. Amesh Adalja, a Pittsburgh-based physician and a senior scholar at the Johns Hopkins University Center for Health Security.'",['Amesh Adalja'],Johns Hopkins University
8582,6585,8582,"'One day future generations will look back on our abuse of animals in factory farms with the same attitude that we have to the cruelties of the Roman ‘games’ at the Coliseum,” Peter Singer, a Princeton University philosopher, told me.'",['Peter Singer'],Princeton University
8585,6586,8585,"'Iran and China both view this deal as a strategic partnership in not just expanding their own interests but confronting the U.S.,” said Ali Gholizadeh, an Iranian energy researcher at the University of Science and Technology of China in Beijing.'",['Ali Gholizadeh'],University of Science and Technology of China
8618,6612,8618,"'They might still say no,” said Nicola McEwen, a professor of politics at the University of Edinburgh.'",['Nicola McEwen'],University of Edinburgh
8618,6614,8618,"'Scotland was six or seven days behind London,” said Mark Woolhouse, a professor of epidemiology at the University of Edinburgh.'",['Mark Woolhouse'],University of Edinburgh
8635,6626,8635,"'Nothing in today’s rulings prevents Congress from immediately using the TRUST Act to see President Trump’s tax returns,” State Senator Brad Hoylman of Manhattan tweeted.'",['Brad Hoylman'],Pennsylvania State University
8640,6629,8640,"'“Anarchists and violent opportunists thrive when misguided politicians put the interests of criminals ahead of our own citizens,” Mr. Wolf tweeted, referring to Democratic champions of defunding ICE and the Border Patrol.'",['Wolf'],Rice University
8641,6631,8641,"'Andrew Solomon (@Andrew_Solomon) is a professor of medical clinical psychology at Columbia University Medical Center and the author of “Far From the Tree,” which has been made into a documentary film, and of “'",['Andrew Solomon'],Columbia University
8655,6643,8655,"'The W.H.O. is being overly cautious and shortsighted unnecessarily,” Dr. Julian W. Tang, honorary professor of respiratory sciences at the University of Leicester in the United Kingdom, said in an email.\n'",['Julian W. Tang'],University of Leicester
8675,6655,8675,"'Just looking at seroprevalence alone can’t really be used to make actionable public health decisions,” Dr. Rasmussen, the virologist at Columbia, said.\n'",['Rasmussen'],Columbia University
8686,6661,8686,'(President Trump called Harvard’s decision “ridiculous” and “the easy way out.”)',['Trump'],Harvard University
8689,6664,8689,"'Citizens have been constantly deceived and lied to for political ends,” said Tena Prelec, an expert on politics in southeast Europe at the University of Oxford.\n\n\n'",['Tena Prelec'],University of Oxford
8712,6683,8712,"'Harvard and M.I.T. have now filed a lawsuit, citing the Department of Homeland Security official Ken Cuccinelli’s statement that the regulations were designed to “encourage schools to reopen.'",['Ken Cuccinelli’s'],Harvard University
8712,6684,8712,"'Harvard’s president, Lawrence Bacow, said colleges were being pressured via the new ICE policy to open “on-campus classrooms for in-person instruction this fall without regard to concerns for the health and safety of students, instructors, and others.'",['Lawrence Bacow'],Rice University
8729,6691,8729,"'You walk in the room, and you’re filled with a little nostalgia of what life used to be like.”\nAs offices remain closed across the country, Ms. Todd, who earned a degree in finance from Arizona State University this spring, is joining many other recent graduates in beginning her career from her childhood home.\n\n\n'",['Todd'],Arizona State University
8733,6693,8733,"'This was just as predictable as buying snow tires in June for your car in Minnesota,” said Dr. Michael T. Osterholm, the director of the Center for Infectious Disease Research and Policy at the University of Minnesota.'",['Michael T. Osterholm'],University of Minnesota
8733,6694,8733,"'Although we have greatly expanded the amount of testing we have done in the United States, the virus has outpaced those efforts,” said Dr. Jennifer Nuzzo, the lead epidemiologist for Johns Hopkins University’s Covid-19 Testing Insights Initiative.\n'",['Jennifer Nuzzo'],Johns Hopkins University
8745,6711,8745,"'We are very glad that W.H.O. has finally acknowledged the accumulating evidence, and will add aerosol transmission indoors to the likely modes of transmission” for the coronavirus, said Jose-Luis Jimenez, a professor of chemistry at the University of Colorado Boulder.'",['Jose-Luis Jimenez'],University of Colorado Boulder
8745,6712,8745,"'The question of how important it is for overall transmission remains an open one,” said Bill Hanage, an epidemiologist at the Harvard T.H. Chan School of Public Health.\n'",['Bill Hanage'],Harvard University
8746,6714,8746,"'It’s the Instagram for runners,” said Kalea Chu, a sophomore runner at the University of Kansas.'",['Kalea Chu'],University of Kansas
8762,6730,8762,"'There is no incontrovertible proof that SARS-CoV-2 travels or is transmitted significantly by aerosols, but there is absolutely no evidence that it’s not,” said Dr. Trish Greenhalgh, a primary care doctor at the University of Oxford in Britain.\n'",['Trish Greenhalgh'],University of Oxford
8778,6738,8778,"'This pandemic is among the worst crises ever to hit Princeton, or college education more broadly,” Christopher L. Eisgruber, president of Princeton, said in his reopening announcement.'",['Christopher L. Eisgruber'],Princeton University
8782,6744,8782,"'It would be really awkward for the prime minister to go when, in all likelihood, the border is not going to open, given the escalating cases in the United States,” said Janice Stein, the founding director of the University of Toronto’s Munk School of Global Affairs.\n'",['Janice Stein'],University of Toronto
8792,6750,8792,"'Although they “ensure we can get an answer faster,” said Dr. Ibukun Akinboyo, a pediatrician and infectious disease specialist at Duke University’s School of Medicine, “you lose some sensitivity,” she said.'",['Ibukun Akinboyo'],Duke University
8792,6751,8792,"'Although they “ensure we can get an answer faster,” said Dr. Ibukun Akinboyo, a pediatrician and infectious disease specialist at Duke University’s School of Medicine, “you lose some sensitivity,” she said.'",['Ibukun Akinboyo'],Duke University
8814,6772,8814,"'You don’t want to negate all of the hard work that the D.C., Maryland, Virginia regions have done to reduce the number of cases of coronavirus in our region, by then returning everyone to work and potentially reversing the trends,” said Amanda Castel, an epidemiology professor at George Washington University.\n\n\n'",['Amanda Castel'],George Washington University
8815,6775,8815,"'I do believe we were able to make meaningful progress,” Representative Alexandria Ocasio-Cortez, Democrat of New York, who headed the climate panel with former Secretary of State John Kerry, said in an interview last week.'","['John Kerry', 'Alexandria Ocasio-Cortez']",Pennsylvania State University
8819,6778,8819,"'There’s almost, like, no anchor to grab onto,” said Professor Micah Rasmussen, who teaches politics at Rider University and was former Gov. James McGreevey’s press secretary.'","['James McGreevey', 'Micah Rasmussen']",Rice University
8825,6783,8825,"'Everyone can suspect us in everything and all the time, but I don’t think that’s correct,” Defense Minister Benny Gantz said on Sunday in a radio interview with Kan, the state broadcaster.\n\n\n'",['Benny Gantz'],Kansas State University
8831,6789,8831,"'She is very good at presenting catchy slogans or sound-bite phrases,” said Jiro Yamaguchi, a professor of political science at Hosei University in Tokyo.'",['Jiro Yamaguchi'],Yonsei University
8832,6790,8832,"'It’s exciting to see a group take on the challenge of solving this, and the differences they report are intriguing, particularly the consistency across geography,” said Dr. Marc Suchard, a biostatistician at the University of California, Los Angeles, School of Medicine.'",['Marc Suchard'],"University of California, Los Angeles"
8838,6796,8838,"'This interbreeding effect that happened 60,000 years ago is still having an impact today,” said Joshua Akey, a geneticist at Princeton University who was not involved in the new study.\n'",['Joshua Akey'],Princeton University
8838,6797,8838,"'That’s the $10,000 question,” said Hugo Zeberg, a geneticist at the Karolinska Institute in Sweden who was one of the authors of the new study.\n'",['Hugo Zeberg'],Karolinska Institute
8839,6798,8839,'Mariana Mazzucato (@MazzucatoM) is a professor at University College London and the author of “The Value of Everything: Making and Taking in the Global Economy” and “',['Mariana Mazzucato'],University College London
8852,6810,8852,"'The clock is ticking and the bomb could explode any time,” Kim Byung-yeon, a\u200b Seoul National University\u200b economist\u200b, wrote in December, predicting that the North’s foreign currency reserves would shrink by $1 billion a year, leading inexorably to a crisis.\n'",['Kim Byung-yeon'],Seoul National University
8868,6820,8868,"'Its really about the ritual, and it’s not really about the meaning of the holiday itself,” said Nina Eliasoph, a sociology professor at the University of Southern California who specializes in political and cultural sociology.'",['Nina Eliasoph'],University of Southern California
8870,6822,8870,"'I just hope it’s safe; we’ll see how it plays out,” said Dragan Jenovac, 53, a crane operator from Queens visiting Rockaway Beach on Wednesday.'",['Dragan Jenovac'],The University of Queensland
8886,6833,8886,"'Bars have music, and you need to speak louder in order to be heard,” said Erin Bromage, a comparative immunologist and biology professor at the University of Massachusetts, Dartmouth.'",['Erin Bromage'],University of Massachusetts
8892,6835,8892,"'We know that no single data stream is useful in isolation,” said Madhav Marathe, a computer scientist at the University of Virginia.'",['Madhav Marathe'],University of Virginia
8893,6836,8893,"'People who visited Myrtle Beach in the spring generally lived nearby, but summer visitors are coming from much farther away, according to Zhenlong Li, a professor at the University of South Carolina who used publicly available geolocation data from Twitter to analyze travel patterns.'",['Zhenlong Li'],University of South Carolina
8910,6843,8910,"'They will have the effect of intimidating activities by NGOs and other social groups,” said Willy Wo-Lap Lam, a scholar of Chinese politics at the Chinese University of Hong Kong.'",['Willy Wo-Lap Lam'],Chinese University of Hong Kong
8916,6850,8916,"'You should never be thinking about full time or zero time,” said Nicholas Bloom, an economics professor at Stanford whose research has identified causal links between remote work and employee performance.'",['Nicholas Bloom'],Stanford University
8923,6855,8923,"'Joshua Dunn, a professor of political science and the director of the Center for the Study of Government and the Individual at the University of Colorado at Colorado Springs, said that while the opinion appeared restrained, it “struck down Blaine amendments without officially doing so.'",['Joshua Dunn'],University of Colorado Boulder
8924,6856,8924,"'We need to do everything we can to increase mask usage,” said Kate Grabowski, an epidemiologist at Johns Hopkins University.'",['Kate Grabowski'],Johns Hopkins University
8929,6860,8929,"'We have friends who have them, and I’ve got to admit, we joke about their vans,” said Jim Samuel, 58, a realtor and University of Oregon grad in Seattle who named his 1991 Vanagon “Bertha,” after the Grateful Dead song.'","['Jim Samuel', 'Grateful Dead']",University of Toronto
8941,6867,8941,"'Oklahoma is an awfully red state,” said Adam Searing, an associate professor at Georgetown University who has tracked the state’s ballot effort.'",['Adam Searing'],Georgetown University
8952,6879,8952,"'At the same time that it is being lauded as an all-American city it is being named, again and again, as one of the worst places to be Black,” said Terrion Williamson, a professor of African-American and African studies at the University of Minnesota, who grew up on the South Side.'",['Terrion Williamson'],University of Minnesota
8953,6881,8953,"'It seems we in New York City did achieve a substantial decrease in the number of cases so that made the odds of encountering a case of Covid-19 in these protests quite low,” said Wafaa El-Sadr, an epidemiology professor at Columbia University.\n'",['Wafaa El-Sadr'],Columbia University
8953,6882,8953,"'This doesn’t say that being in a crowd is not risky,” said Howard Markel, a physician and historian of medicine at the University of Michigan who has written on past epidemics.'",['Howard Markel'],University of Michigan
