,idx,quote,people,orgs,source,gender
5775,7558,"'The state is among the six states with the highest percentage of mail-in votes in the last election in 2018, all of which had Republican state election supervisors at the time, according to David J. Becker, the director of the Center for Election Innovation and Reform.\n'",['David J. Becker'],['the Center for Election Innovation'],The New York Times,0
5776,7558,"'In Georgia, where the secretary of state is mailing all voters absentee ballot requests for the May primary, the State House speaker, David Ralston, a Republican, told a local news site, “This will be extremely devastating to Republicans and conservatives in Georgia,” adding, “'",['David Ralston'],['State House'],The New York Times,0
5778,7562,"'Last week, the office of New York’s attorney general sent a letter to Mr. Yuan, questioning whether Zoom’s current security practices were capable of handling “the surge in both volume and sensitivity of data being passed” through its network.\n'",['Yuan'],['Zoom’s'],The New York Times,0
5779,7563,"'The headline, which referred to China as “the Real Sick Man of Asia,” prompted an extraordinary letter signed by more than 50 Journal reporters and editors urging Mr. Lewis and Mr. Thomson to apologize for and change the headline.'","['Thomson', 'Lewis']",['Journal'],The New York Times,0
5783,7566,"'These animals are not just protected by rangers, they’re also protected by tourist presence,” said Tim Davenport, who directs species conservation programs for Africa at the Wildlife Conservation Society.'",['Tim Davenport'],['the Wildlife Conservation Society'],The New York Times,0
5784,7566,"'People are being laid off in the tourism industry by the dozens in Africa at the moment,” said Andrew Campbell, the chief executive of Game Rangers’ Association of Africa.'",['Andrew Campbell'],['Game Rangers’ Association of Africa'],The New York Times,0
5788,7570,"'There’s a revolving door,” said Matthew Guariglia, a policy analyst for the Electronic Frontier Foundation, a digital rights nonprofit.'",['Matthew Guariglia'],['the Electronic Frontier Foundation'],The New York Times,0
5789,7577,'Treasury Secretary Steven Mnuchin said in a CNBC interview on Wednesday that he has been talking with Mr. Powell daily and that “we hope to have an announcement this week with details on that and get it up and running as soon as we can.',"['Powell', 'Steven Mnuchin']","['Treasury', 'CNBC']",The New York Times,0
5790,7578,"'Prine, a former altar boy, stopped playing it live for a number of years, but when George W. Bush became president, Prine said, “I thought I’d bring it back.”\n\n\n'",['George W. Bush'],['Prine'],The New York Times,0
5791,7578,"'There’s so much tenderness in “Knockin’ on Your Screen Door,” about a man whose family left him with only an 8-track tape of George Jones, and in the elegiac, reassuring parental entreaty “Summer’s End.'",['George Jones'],['Summer’s End'],The New York Times,0
5795,7582,"'The Covid crisis is bringing out a real tension between what’s good for practices versus what’s best for our patients, staff and community at large,” said Dr. Justin Ko, chief of medical dermatology at Stanford University.\n'",['Justin Ko'],"[""Stanford University.\\n'""]",The New York Times,0
5796,7583,"'The chapter is finally, for real, closed,” Elizabeth Hall, one of Ms. Maddux’s sisters, told The Philadelphia Inquirer last week.\n\n\n'","['Maddux', 'Elizabeth Hall']",['The Philadelphia Inquirer'],The New York Times,0
5797,7585,"'Judge Hiram Puig-Lugo, for whom Ms. Dawson clerked when he was the deputy presiding judge of the Family Court division of the superior court in Washington, D.C., said the two often “spoke about that aspect of her experience and how it shaped her.'","['Hiram Puig-Lugo', 'Dawson']",['Family Court'],The New York Times,0
5798,7585,"'To Representative Richard Neal, 71, the chairman of the House Ways and Means Committee, Ms. Dawson is a reminder of “what radio meant to us” in the simpler days of his childhood.'","['Dawson', 'Richard Neal']",['the House Ways and Means Committee'],The New York Times,0
5799,7585,"'After a year in law school (“I figured out real quickly it was not for me”) and a string of jobs, including courtroom clerk and field organizer for President Barack Obama’s 2012 re-election campaign, she made her way to Capitol Hill as digital director for Representative Yvette Clarke, Democrat of New York.\n'","['Yvette Clarke', 'Barack Obama’s']",['Capitol Hill'],The New York Times,0
5800,7586,"'In order not to defeat the purpose of supporting the microbusinesses, there needs to be more regulation,” said Lina Bakhit, chief business officer at Ahli Bank and vice chairwoman of the Ahli Microfinance Company.\n'",['Lina Bakhit'],['Ahli Bank'],The New York Times,0
5801,7590,"'Dance of the Clairvoyants,” the one song credited to the entire band (which also includes the guitarist Mike McCready), is a curveball: a bass-and-blips funk workout with Vedder’s vocals echoing David Byrne in Talking Heads’ 1980'","['David Byrne', 'Mike McCready']",['Vedder’s'],The New York Times,0
5803,7596,"'Here in Italy, it may be stupid to say, but we tend to stay close to each other,” said Francesco Drago, an economist at the University of Catania in Sicily.'",['Francesco Drago'],['the University of Catania'],The New York Times,0
5804,7596,"'My mother may have got it from any one of us.”\n\n\nOutside Bergamo, in northern Italy, Flavio Moro, a retired electrical technician, was the last member of his family to contract the virus.\n'",['Flavio Moro'],['Bergamo'],The New York Times,0
5805,7598,"'Keeping social distance is vital, but staying home for long periods can be difficult and feel isolating,” Phil Harrison, Google’s vice president for Stadia, said in a blog post announcing the change.'",['Phil Harrison'],['Google'],The New York Times,0
5806,7601,"'We’re hopeful that the restrictions will be lifted by June 7,” said Charlotte St. Martin, the president of the Broadway League.'",['Charlotte St. Martin'],['the Broadway League'],The New York Times,0
5807,7602,"'Studies have shown that when you have a wildfire you definitely get an increase in asthma, pneumonia, COPD exacerbations, acute bronchitis,” said Dr. Mary Prunicki, the director of air pollution and health research at Stanford University’s center for allergy and asthma research.'",['Mary Prunicki'],['Stanford University’s'],The New York Times,0
5808,7602,"'Every citizen should understand what the specific risks might be to their individual communities,” said Dr. Irwin Redlener, director of the National Center for Disaster Preparedness at Columbia University.\n'",['Irwin Redlener'],"[""the National Center for Disaster Preparedness at Columbia University.\\n'""]",The New York Times,0
5809,7603,"'We know that underlying conditions, like hypertension and diabetes and heart disease, this virus is particularly hard on,” Ms. Bowser said on MSNBC on Tuesday.'",['Bowser'],['MSNBC'],The New York Times,0
5810,7603,"'Good Morning America” on Wednesday, Dr. Deborah Birx, the coordinator of the White House task force, said, federal officials were “concerned about the metro area of Washington and Baltimore.”\n'",['Deborah Birx'],['White House'],The New York Times,0
5815,7613,"'According to an analysis conducted by Gary Wagner, an economics professor at the University of Louisiana at Lafayette, Louisiana recorded the world’s highest average daily growth rate (65.7 percent) in the first 15 days since an initial diagnosis.'",['Gary Wagner'],"['the University of Louisiana', 'Lafayette']",The New York Times,0
5816,7614,"'Sometimes, the best ones come together at the exact same time, and it takes about as long to write it as it does to sing it,” he told the poet Ted Kooser in an interview at the Library of Congress in 2005.'",['Ted Kooser'],['the Library of Congress'],The New York Times,0
5817,7615,"'It’s not that one excludes the other,” said Dr. Siddhartha Mukherjee, assistant professor of medicine at Columbia University.'",['Siddhartha Mukherjee'],['Columbia University'],The New York Times,0
5818,7615,"'You should absolutely not be pulling up and putting down your mask while you’re out,” said Shan Soe-Lin, a lecturer at the Yale Jackson Institute for Global Affairs.'",['Shan Soe-Lin'],['the Yale Jackson Institute for Global Affairs'],The New York Times,0
5819,7615,"'Wearing a mask takes some getting used to, for sure,” said Dr. Scott Segal, chairman of anesthesiology at Wake Forest Baptist Health.'",['Scott Segal'],['Wake Forest Baptist Health'],The New York Times,0
5820,7616,"'Todos Santos is more of a quaint village, with more of an authentic Mexican flavor to it,” said Bernardo Muciño Koenig, the managing director of the Agency Los Cabos.'","['Los Cabos', 'Bernardo Muciño Koenig']",['Agency'],The New York Times,0
5821,7616,"'Blake Harrington, the managing partner of REmexico Real Estate, a Cabo San Lucas-based agency, said Los Cabos also has more affordable properties, including ocean-view condos for around $400,000, as well as “some great options at or around $250,000 that give you the right location to enjoy Cabo, or San Jose del Cabo, without breaking the bank.'","['Los Cabos', 'Blake Harrington']",['REmexico Real Estate'],The New York Times,0
5823,7620,"'”\n\nPaul Rosenzweig, a former George W. Bush administration official, told The Washington Post that Fine’s removal was “an affront to independence and oversight.”'",['George W. Bush'],"['Fine’s', 'The Washington Post']",The New York Times,0
5824,7620,"'All of it adds up to “an abruptly unfolding White House power play over semi-independent inspectors general across the government,” as Charlie Savage — a Times reporter who has won a Pulitzer Prize for exposés of presidential signing statements'",['Charlie Savage — a'],['Times'],The New York Times,0
5825,7622,'Mayor Bill de Blasio said on CNN Wednesday morning that there were “100 to 200 people per day” in the city who die at home and are presumed to be virus victims.\n',['Bill de Blasio'],['CNN'],The New York Times,0
5826,7624,"'They didn’t feel protected or that they had enough P.P.E. and they didn’t really know what they were dealing with.”\nOne morning in early March, after a particularly unsettling shift, Wickenheiser, a member of the International Olympic Committee’s Athletes’ Commission, was stunned to read that the I.O.C. still was planning for the Summer Olympics to continue as scheduled in Tokyo starting in July.\n\n\n'","['Wickenheiser', 'July.\\n\\n\\n']","['I.O.C.', 'the International Olympic Committee’s Athletes’ Commission']",The New York Times,0
5828,7626,"'He doesn’t think he should be subjected to his political enemies in supposedly apolitical oversight roles,” Cliff Sims, a former White House aide, told our reporters Charlie Savage and Peter Baker.'","['Peter Baker', 'Charlie Savage']",['White House'],The New York Times,0
5829,7626,"'In their article, Charlie and Peter describe Trump’s firing of the official, Glenn Fine, as “the latest step in an abruptly unfolding White House power play against semi-independent inspectors general across the government.'","['Charlie', 'Glenn Fine', 'Peter']",['Trump’s'],The New York Times,0
5830,7629,"'We believe we will start testing by mid-April and be at scale indeed with 30,000 tests a day by early May,” AstraZeneca’s chief executive, Pascal Soriot, told BBC Radio on Wednesday.'",['Pascal Soriot'],"['AstraZeneca', 'BBC Radio']",The New York Times,0
5831,7633,"'Most of them didn’t much want to quit,” says Richard P. Sloan, a professor of behavioral medicine at Columbia who oversaw the new study.'",['Richard P. Sloan'],['Columbia'],The New York Times,0
5832,7634,"'It has all the ingredients for leading people to conspiracy theories,” said Karen M. Douglas, a social psychologist who studies belief in conspiracies at the University of Kent in Britain.\n'",['Karen M. Douglas'],['the University of Kent'],The New York Times,0
5833,7634,"'We’ve faced pandemics before,” said Graham Brookie, who directs the Atlantic Council’s Digital Forensic Research Lab.'",['Graham Brookie'],['the Atlantic Council’s Digital Forensic Research Lab'],The New York Times,0
5834,7636,"'We felt that Claridge’s and all our hotels had a duty to step up,” said Paula Fitzherbert, the director of communications for the Maybourne Hotel Group.'",['Paula Fitzherbert'],['the Maybourne Hotel Group'],The New York Times,0
5835,7636,"'The State has looked at a number of locations throughout the NYC area, including hotels, dorms, and closed nursing facilities and hospitals to assess the possibility of using them for low acuity patient care and staff housing,” wrote Heather Groll, a spokeswoman for the state Office of General Services, in an email. \n'",['Heather Groll'],['Office of General Services'],The New York Times,0
5836,7637,"'On Tuesday, Vice Adm. Michael Lewis, the flag officer overseeing the Comfort’s efforts, said that getting the ship ready for coronavirus patients required “minor configurations on the ship.'",['Michael Lewis'],['Comfort'],The New York Times,0
5837,7641,"'Plague Inc.’s absence, numerous copycats have cropped up, according to Daniel Ahmad, an analyst at Niko Partners and a longtime observer of the Chinese game market.'",['Daniel Ahmad'],['Niko Partners'],The New York Times,0
5838,7642,"'In Albany, you have to remember why you’re there, and remember what it’s all about,” Mr. Cuomo told The New York Times of the new look at the time.'",['Cuomo'],['The New York Times'],The New York Times,0
5839,7642,"'As Richard Ford, a professor at Stanford Law School and the author of the upcoming book “Dress Codes: How Rules About Clothes Fashioned the Modern World,” said in an email:'",['Richard Ford'],['Stanford Law School'],The New York Times,0
5840,7644,"'Pandemics never hit fairly,” said David France, 60, the director of the 2012 Oscar-nominated documentary “'",['David France'],['Oscar-nominated'],The New York Times,0
5841,7645,"'This is a moment of clarity about a broken system in which 11 million people were already paying over 50 percent of their income on rent,” said Tara Raghuveer, a tenant organizer in Kansas City and director of Homes Guarantee.\n'",['Tara Raghuveer'],"[""Homes Guarantee.\\n'""]",The New York Times,0
5842,7646,"'That’s sort of why dogs were hired in the first place, to alert you of danger,” said Andrew Bleiman, the North America general manager for Tomofun, the company that makes Furbo.'","['Furbo', 'Andrew Bleiman']",['Tomofun'],The New York Times,0
5843,7650,"'This is a chance for artificial intelligence,” said Oren Etzioni, the chief executive of the Allen Institute for Artificial Intelligence, a nonprofit research laboratory that was founded in 2014 by Paul Allen, the Microsoft co-founder.\n\n\n'","['Oren Etzioni', 'Paul Allen']","['the Allen Institute for Artificial Intelligence', 'Microsoft']",The New York Times,0
5844,7650,"'Where we’ve seen the most interesting applications has really been in the creative space,” said Ashley Pilipiszyn, a technical director at OpenAI, an independent research group based in San Francisco that was founded as a nonprofit research organization to develop socially beneficial artificial intelligence-based technology and later established a for-profit corporation.\n'",['Ashley Pilipiszyn'],['OpenAI'],The New York Times,0
5845,7651,"'I think that the Chinese remain very fearful about what will happen when we finally all get on top of this virus, and there is going to be an investigation of how it started,” said Bonnie Glaser, the director of the China Power Project at the Center for Strategic and International Studies in Washington.'",['Bonnie Glaser'],"['the China Power Project', 'the Center for Strategic and International Studies']",The New York Times,0
5846,7653,"'What’s fascinating is that this is forcing us to confront the tension that can exist between freedom and well-being and liberty and health,” said Julian Savulescu, a philosopher at the University of Oxford.\n'",['Julian Savulescu'],"[""the University of Oxford.\\n'""]",The New York Times,0
5847,7653,"'I don’t mind,” Ms. Lalwani, 19, said over WhatsApp as she settled into her hotel, “if it means that it will keep both myself and everyone else that much safer.'",['Lalwani'],['WhatsApp'],The New York Times,0
5852,7669,"'More than two-thirds of the intubated patients are men,” said Dr. Joseph Lowy, a palliative care and hospice doctor at N.Y.U. Langone Health, referring to patients on ventilators.\n'",['Joseph Lowy'],['N.Y.U. Langone Health'],The New York Times,0
5853,7671,"'They say they don’t want you to get sick, but then they send you out here in the damn crowd,” said Lawrence Johnson, a 70-year-old cleaning worker in line to vote at Riverside High School.'",['Lawrence Johnson'],['Riverside High School'],The New York Times,0
5854,7678,"'Taking on more patients as quickly as possible is critical to helping the City of New York during this pandemic crisis,” Vice Adm. Andrew Lewis, the commander of U.S. Second Fleet, said in a statement.'",['Andrew Lewis'],['U.S. Second Fleet'],The New York Times,0
5855,7679,"'He’s in charge, using his sensuality,” said Shayne Oliver, the designer behind the avant-garde fashion label Hood by Air and a close friend of Bowie’s.'",['Shayne Oliver'],"['Hood', 'Air', 'Bowie’s']",The New York Times,0
5856,7681,"'In a statement posted on Twitter over the weekend, Hitoshi Oshitani, a professor of virology at Tohoku University in northeastern Japan and a government adviser, wrote that “the risk of infection is very low if people continue ordinary living, unless they go to hot spots.'",['Hitoshi Oshitani'],['Tohoku University'],The New York Times,0
5857,7681,"'It’s possible that Tokyo has entered a period of explosive and exponential growth,” Hiroshi Nishiura, an epidemiology professor at Hokkaido University in northern Japan and a member of an expert panel advising Japan’s government, told the newspaper Nikkei last week.'",['” Hiroshi Nishiura'],['Hokkaido University'],The New York Times,0
5858,7682,"'If he is appointed special inspector general, he’s going to be, in his mind, accountable to the executive,” said Virginia Canter, a former senior ethics counsel at the Treasury Department.'",['Virginia Canter'],['the Treasury Department'],The New York Times,0
5859,7682,"'I remember Brian being a very solid I.G., and I think he’ll do fine with this role,” said Tony Fratto, a former Treasury official in the George W. Bush administration who was White House spokesman at the start of the 2008 financial crisis.'","['George W. Bush', 'Tony Fratto']","['Treasury', 'White House']",The New York Times,0
5860,7682,"'The White House does not plan to respond separately to your letters,” Brian D. Miller, senior associate counsel to the president, wrote in a three-sentence email to the G.A.O.’s general counsel.\n'",['Brian D. Miller'],['G.A.O.’s'],The New York Times,0
5861,7683,"'But the uncertainty, shifting rules and social disruption of Covid-19 “is a throwback to the total lack of control you feel in prison,” Terry Kupers, a psychiatrist and professor at the Wright Institute in Berkeley, Calif., told me.'",['Terry Kupers'],['the Wright Institute'],The New York Times,0
5862,7685,"'In its statement on Monday, the Philharmonic quoted from the ruling by the arbitrator, Richard Bloch, that “nothing in this opinion should be read as concluding that all doubt has been removed concerning the actions” of Mr. Wang and Mr. Muckey.\n'",['Richard Bloch'],['Philharmonic'],The New York Times,0
5863,7686,"'The grants, which total $22.2 million, support both individual scholarly projects and large institutional collaborations, all of which, the agency’s chairman, Jon Parrish Peede, said in a statement, “exemplify the spirit of the humanities and their power to educate, enrich and enlighten,” particularly in difficult times.\n'",['Jon Parrish Peede'],['’s'],The New York Times,0
5864,7687,"'This felt like the only way forward,” said Mandy Greenfield, the festival’s artistic director.'",['Mandy Greenfield'],['’s'],The New York Times,0
5865,7687,"'This was an easy ‘yes’,” said Kate Navin, who leads Audible’s theater initiative as artistic producer.'",['Kate Navin'],['Audible’s'],The New York Times,0
5866,7687,"'“A Streetcar Named Desire,” directed by Robert O’Hara and starring Cannavale, Gugino and McDonald, as well as a production of Anna Ziegler’s'","['Cannavale', 'Robert O’Hara', ""Anna Ziegler’s'""]","['Gugino', 'McDonald']",The New York Times,0
5869,7692,"'We’re seeing frozen dinners and entrees that are on trend with simple ingredients and global cuisines,” said David Portalatin, the national analyst for food and beverage consumption at The NPD Group, a research firm.'",['David Portalatin'],['The NPD Group'],The New York Times,0
5870,7693,"'Party officials said the man, Ren Zhiqiang, was suspected of “serious violations of discipline and law,” a euphemism the authorities often use for corruption and other abuses of power.'",['Ren Zhiqiang'],['Party'],The New York Times,0
5871,7695,"'ACTING SEC NAVY MUST RESIGN,” tweeted retired Army Gen. Barry McCaffrey.'",['Barry McCaffrey'],['Army'],The New York Times,0
5875,7708,"'This is not a hotel anymore,” said Dr. Robert Quigley, the senior vice president and medical director for International SOS, a medical and travel security services firm, which is overseeing the hotel’s new protocols.'",['Robert Quigley'],['International SOS'],The New York Times,0
5876,7708,"'My team and I have started daily call-arounds,” said Elizabeth Ortiz, the hotel’s director in charge of personnel.'",['Elizabeth Ortiz'],['’s'],The New York Times,0
5878,7709,"'It is hoped that the judicial authorities can handle this case strictly and in accordance with the law, and give a convincing demonstration of why the remarks constitute violations of the law and even crimes,” He Weifang, a prominent Chinese law professor, wrote on WeChat, a popular messaging platform.\n'",['Weifang'],['WeChat'],The New York Times,0
5879,7709,"'Sophie Richardson, China director at Human Rights Watch, an advocacy group, said Mr. Ren was now “caught in the maw of a party-state ‘disciplinary’ investigation.'","['Sophie Richardson', 'Ren']",['Human Rights Watch'],The New York Times,0
5880,7711,"'The judges felt very strongly that we needed to honor the great work that occurred, and to pay homage to what had not,” said Heather Hitchens, the president of the American Theater Wing, which presents the Obies with The Village Voice.'",['Heather Hitchens'],"['the American Theater Wing', 'The Village Voice']",The New York Times,0
5881,7714,"'Even if, for some, a cyclist is not an important profession to make society work, the fact remains that we are employees,” said Pascal Chanteur, president of the National Union of Professional Cyclists.'",['Pascal Chanteur'],['the National Union of Professional Cyclists'],The New York Times,0
5882,7719,"'Anyone who saw that press conference would have been reminded of his limitations as a communicator,” said Tim Bale, a professor of politics at Queen Mary, University of London.'",['Tim Bale'],"['Queen Mary,', 'University of London']",The New York Times,0
5883,7721,"'Many of Smorgasburg’s nearly 200 vendors are hanging in limbo, according to Jonathan Butler, one of the market’s founders.\n'",['Jonathan Butler'],['’s founders.\\n'],The New York Times,0
5884,7722,"'According to Shipley, the U.C.L. medical engineer, data from Italy and China shows that patients who use CPAP machines soon after infection are 50 to 60 percent less likely to need a more invasive ventilator, which also requires sedation.'",['Shipley'],['U.C.L.'],The New York Times,0
5885,7724,"'I have a real spiritual connection there,” Mr. Leonti said of the city and the restaurant, noting also that, with Bergamo as one of Italy’s coronavirus hot spots, he wanted to give it some positive recognition.'",['Leonti'],['Bergamo'],The New York Times,0
5888,7729,"'This one has now cracked open its gooey center and we can see what’s inside,” said Michelle Bannister, a planetary astronomer at Queen’s University Belfast in New Zealand.\n'",['Michelle Bannister'],['Queen’s University Belfast'],The New York Times,0
5891,7731,"'The motivation was to try to adjudicate between these competing hypotheses,” said Sander van der Linden, a principal investigator, and a psychologist and the director of the Cambridge Social Decision-Making Lab.'",['Sander'],['the Cambridge Social Decision-Making Lab'],The New York Times,0
5892,7732,"'There are multiple benefits to think about, and since this is not a drug that needs to be manufactured, it could be obtained easily,” said Dr. Timothy Byun, a hematologist and oncologist who directs cancer research at St. Joseph Hospital Orange.'",['Timothy Byun'],['St. Joseph Hospital Orange'],The New York Times,0
5893,7733,"'Even in a place where lots of people wear masks,” said Dr. Peter Rabinowitz, co-director of the University of Washington MetaCenter for Pandemic Preparedness and Global Health Security,'",['Peter Rabinowitz'],['the University of Washington MetaCenter for Pandemic Preparedness and Global Health Security'],The New York Times,0
5894,7733,"'Japan has been screwing up,” said Kenji Shibuya, director of the Institute for Population Health at King’s College London.'",['Kenji Shibuya'],['the Institute for Population Health at King’s College London'],The New York Times,0
5897,7734,"'While that’s true, there is also this digitally enabled economic activity at the grass-roots level that we haven’t really been able to see clearly before,” said Karen Mossberger, a professor of public policy at Arizona State.\n\n\n'",['Karen Mossberger'],"[""Arizona State.\\n\\n\\n'""]",The New York Times,0
5898,7734,"'Traditional sources are not accurately reflecting who the new entrepreneurs are,” said Claire Kramer Mills, director of community development analysis at the Federal Reserve Bank of New York.\n'",['Claire Kramer Mills'],"[""the Federal Reserve Bank of New York.\\n'""]",The New York Times,0
5899,7734,"'The analysis also concluded that counties with more of these ventures experienced stronger recoveries from the last recession than elsewhere, suggesting that “these small web businesses can be an important buffer for individuals and local communities facing economic challenges,” said Marcela Escobari, an economic development expert and a senior fellow at the Brookings Institution, who was not involved in the new study.\n'",['Marcela Escobari'],['the Brookings Institution'],The New York Times,0
5900,7735,"'There could be A teams and B teams working different days,” said Scott Rechler, the chief executive and chairman of RXR Realty.\n'",['Scott Rechler'],"[""RXR Realty.\\n'""]",The New York Times,0
5901,7735,"'You’re trying to build confidence and a secure feeling,” said Matthew Barlow, a vice chairman of Savills, a real estate company.\n'",['Matthew Barlow'],['Savills'],The New York Times,0
5902,7735,"'The whole point of kinetic furniture was to bring people together,” said Kelly Griffin, a principal at NBBJ who leads the architecture firm’s workplace strategy group.'",['Kelly Griffin'],['NBBJ'],The New York Times,0
5903,7735,"'A big light bulb went off during this pandemic,” said Anita Kamouri, vice president at Iometrics, a workplace services firm.\n'",['Anita Kamouri'],['Iometrics'],The New York Times,0
5904,7738,"'The government has told 1.5 million people to stay inside, without any idea of who they are or how they’re supposed to do that,” said Connor Rochford, a medical doctor and former management consultant who started Hampstead Volunteer Corps with his partner, Sarah Dobbie, and another couple.\n\n\n'","['Connor Rochford', 'Sarah Dobbie']",['Hampstead Volunteer Corps'],The New York Times,0
5905,7739,"'Thousands will wake up and have to choose between exercising their right to vote and staying healthy and safe,” Governor Evers said after the State Supreme Court ruling on Monday.\n\n\n'",['Evers'],['State Supreme Court'],The New York Times,0
5906,7742,"'It’s tricky because there’s no foreseeable income,” said Yulan Grant, 26, who had been working as an art handler and DJ.'",['Yulan Grant'],['DJ'],The New York Times,0
5907,7750,"'Maeve was my cousin closest in age who I looked up to,” Mr. Kennedy said, adding that she was “the person that convinced me to go into the Peace Corps.'",['Kennedy'],['the Peace Corps'],The New York Times,0
5908,7752,"'Renewables are on a growth trajectory today that I think isn’t going to be set back long term,” said Dan Reicher, the founding executive director of the Steyer-Taylor Center for Energy Policy and Finance at Stanford University and a former assistant energy secretary in the Clinton administration.'","['Clinton', 'Dan Reicher']","['Stanford University', 'the Steyer-Taylor Center for Energy Policy and Finance']",The New York Times,0
5909,7752,"'It’s still too early to call,” Ravi Manghani, head of solar at research at Wood Mackenzie.'",['Ravi Manghani'],['Wood Mackenzie'],The New York Times,0
5910,7754,"'but those feelings fade fast, according to research by Veronika Huta of the University of Ottawa and Richard Ryan of the University of Rochester.'","['Richard Ryan', 'Veronika Huta']","['the University of Ottawa', 'the University of Rochester']",The New York Times,0
5911,7754,"'According to the psychologists Richard Tedeschi and Lawrence Calhoun of the University of North Carolina at Charlotte, who coined the term “post-traumatic growth” in the 1990s, the people who grow after a crisis spend a lot of time trying to make sense of what happened and understanding how it changed them.'","['Lawrence Calhoun', 'Richard Tedeschi']",['the University of North Carolina'],The New York Times,0
5912,7755,"'If you walk outside and see who is actually still working,” said Elaine Nsoesie, an infectious disease modeler at Boston University’s School of Public Health, “the data don’t seem surprising.'",['Elaine Nsoesie'],['Boston University’s School of Public Health'],The New York Times,0
5913,7755,"'If you walk outside and see who is actually still working,” said Elaine Nsoesie, an infectious disease modeler at Boston University’s School of Public Health, “the data don’t seem surprising.'",['Elaine Nsoesie'],['Boston University’s School of Public Health'],The New York Times,0
5914,7756,"'It’s been shocking for a society to face a situation only known to those who remember Spain coming out of the war,” said Cristina Monge, a professor of sociology at the University of Zaragoza.'",['Cristina Monge'],['the University of Zaragoza'],The New York Times,0
5915,7756,"'I think each region has acted independently, and that makes any coordination or solidarity initiative very difficult,” said Carlos Rus, the president of the ASPE association that represents Spain’s private hospitals.\n'",['Carlos Rus'],['ASPE'],The New York Times,0
5916,7756,"'Last weekend, after visiting Spain, Hans Kluge, the European director of the World Health Organization, praised on Twitter the “heroism of frontline workers, solidarity of people and inspiring resolve of Government.”\nIn Madrid, the country’s largest skating rink became an emergency morgue while its main exhibition center was turned into a field hospital, which opened in what health unions described as disastrous work conditions.'",['Hans Kluge'],['the World Health Organization'],The New York Times,0
5917,7756,"'This crisis is likely to strengthen the horizontal bonds in our society, between citizens who are making big sacrifices, while weakening further the vertical one with the leadership at the top,” forecast Narciso Michavila, a sociologist and the president of GD3, a Spanish polling firm.\n'",['Narciso Michavila'],['GD3'],The New York Times,0
5918,7757,"'The risk is serious,” said Steve Keller, a museum security consultant who has worked with the National Gallery of Art, the Smithsonian Institution and others.'",['Steve Keller'],"['the National Gallery of Art', 'the Smithsonian Institution']",The New York Times,0
5919,7757,"'They feel a moral responsibility to protect this work,” said Andres Puerta of Local 30 of the International Union of Operating Engineers, which represents those workers.'",['Andres Puerta'],['the International Union of Operating Engineers'],The New York Times,0
5920,7762,"'If we stop doing what we’re doing, it could deteriorate so quickly, and our resources could be overwhelmed so quickly,” said Dr. Hurt, the emergency doctor at Bonner General Health.'",['Hurt'],['Bonner General Health'],The New York Times,0
5921,7763,"'You count on people for support and to be your advocate,” said Dr. Robert Roca, chairman of the council on geriatric psychiatry at the American Psychiatric Association.'",['Robert Roca'],['the American Psychiatric Association'],The New York Times,0
5922,7767,"'At a winter gathering of the Women’s Republican Club of Miami, some fought tears when asked about Mr. Sanders, who, in an interview with “60 Minutes” that aired on Feb. 23, praised Fidel Castro for introducing a “massive literacy program” in Cuba.\n'",['Sanders'],['the Women’s Republican Club'],The New York Times,0
5923,7769,"'I would do anything in the world to trade this situation for getting back to normal,” said Harry Cicma, whose independent production company staged the event and made the deal with ESPN.'",['Harry Cicma'],['ESPN'],The New York Times,0
5924,7775,"'Mr. Ross said in a statement Monday that he “was not aware that Invesco has any investments in companies producing” the drug, “nor do I have any involvement in the decision to explore this as a treatment.”\nAs of last year, Mr. Trump reported that his three family trusts each had investments in a Dodge  Cox mutual fund, whose largest holding was in Sanofi.\n'",['Ross'],['Invesco'],The New York Times,0
5925,7778,"'Modly got involved in the day-to-day deliberations to a greater degree than Navy tradition and the chain of command would expect precisely because Modly was obsessed with how the story might be playing inside the White House,” said Peter D. Feaver, a political-science professor at Duke University who has studied military-civilian relations.\n'",['Peter D. Feaver'],['Duke University'],The New York Times,0
5926,7779,'A review published in January by Candice Odgers and Michaeline Jensen concluded the most recent and rigorous large‐scale studies report only “small associations between the amount of daily digital technology usage and adolescents’ well-being.',['Michaeline Jensen'],['Candice Odgers'],The New York Times,0
5927,7782,"'I hope not, but I fear Wisconsin is a preview of what we’re about to see in the rest of the country,” said Ben Wikler, the chairman of the Wisconsin Democratic Party.\n'",['Ben Wikler'],"[""the Wisconsin Democratic Party.\\n'""]",The New York Times,0
5928,7782,"'Not that big of a deal,” Scott Bolstad, the chairman of the Eau Claire County Republican Party, said of the coronavirus threat.\n'",['Scott Bolstad'],['the Eau Claire County Republican Party'],The New York Times,0
5929,7787,"'It has all sorts of disturbing limitations that a single person, a partisan actor, could suspend an election,” said Rick Esenberg, the president of the Wisconsin Institute for Law and Liberty, a conservative think tank in Milwaukee. \n\n\n'",['Rick Esenberg'],['the Wisconsin Institute for Law and Liberty'],The New York Times,0
